Species,plant_id,database,ref,interaction,lat,lon,Trophic.Niche,Realm
Trogon surrucura,Ficus luschnathiana,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Trogon surrucura,Miconia budlejoides,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Trogon surrucura,Miconia budlejoides,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Trogon surrucura,Myrcia splendens,VidalEtAl'19-interaction_matrices_hilltop_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Trogon surrucura,Myrcia splendens,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Trogon viridis,Alchornea triplinervia,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Frugivore,Neotropical
Trogon viridis,Alchornea triplinervia,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Frugivore,Neotropical
Trogon viridis,Amaioua intermedia,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Frugivore,Neotropical
Trogon viridis,Cupania vernalis,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Frugivore,Neotropical
Trogon viridis,Cupania vernalis,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Frugivore,Neotropical
Turdus albicollis,Amaioua intermedia,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Amaioua intermedia,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Cecropia glaziouviii,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Cecropia glaziouviii,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Coussapoa microcarpa,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Coussapoa microcarpa,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Coussapoa microcarpa,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Cupania vernalis,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Cupania vernalis,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Cupania vernalis,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Euterpe edulis,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Euterpe edulis,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Ficus luschnathiana,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Ficus luschnathiana,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Ficus luschnathiana,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Fuchsia regia,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Fuchsia regia,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Guapira opposita,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Guapira opposita,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Ixora heterodoxa,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Ixora heterodoxa,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Leandra dasytricha,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Leandra dasytricha,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Leandra pilonensis,VidalEtAl'19-interaction_matrices_hilltop_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Leandra pilonensis,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Marcgravia polyantha,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Marcgravia polyantha,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Melastomataceae sp VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia budlejoides,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia budlejoides,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia pusilliflora,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia pusilliflora,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia racemifera,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia racemifera,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia sp VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia sp VidalEtAl'19-interaction_matrices_combined_matrix,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia theaezans,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia theaezans,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia valtheri,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Miconia valtheri,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Myrcia pubipetala,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Myrcia pubipetala,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Myrcia splendens,VidalEtAl'19-interaction_matrices_hilltop_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Myrcia splendens,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Myrsine coriacea,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Myrsine coriacea,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Psychotria malaneoides,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Psychotria malaneoides,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Psychotria suterella,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Psychotria suterella,VidalEtAl'19-interaction_matrices_hilltop_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Psychotria suterella,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Psychotria vellosiana,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Psychotria vellosiana,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Rudgea jasminoides,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Rudgea jasminoides,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Symplocos glanduloso marginata,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Symplocos glanduloso marginata,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Symplocos tetrandra,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Symplocos tetrandra,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Xylopia brasiliensis,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus albicollis,Xylopia brasiliensis,VidalEtAl'19-interaction_matrices_combined_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
Turdus amaurochalinus,Matayba guianensis,VidalEtAl'19-interaction_matrices_middle_slope_matrix,"Vidal, M. M., Banks‐Leite, C., Tambosi, L. R., Hasui, É., Develey, P. F., Silva, W. R., ... & Metzger, J. P. (2019). Predicting the non‐linear collapse of plant–frugivore networks due to habitat loss. Ecography, 42(10), 1765-1776.",1,-23.91667,-47.79653,Invertivore,Neotropical
